api_key,measured_at,lon,lat,bearing,alt,speed,mobile_id,accuracy
BULK LOADED,2015-02-04 06:58:48,-104.93803095958215,39.51997271339466,0.0,1840.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93780339730668,39.51994356621592,0.0,1807.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93799965345384,39.52006644527162,0.0,1832.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93783249909808,39.51979331347695,0.0,1824.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93816152669616,39.52004728506525,0.0,1865.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93792518811892,39.51984501824363,0.0,1825.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93791966397475,39.520026785805406,0.0,1806.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.9378095986002,39.5198001138717,0.0,1801.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.9378874447379,39.52007178845015,0.0,1786.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93771715539624,39.51988615082968,0.0,1771.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93784479698664,39.51992236945837,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93795412894463,39.51994439649731,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93792844035589,39.51997748156352,0.0,1822.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93771585580383,39.51981684192339,0.0,1770.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 06:58:48,-104.93781074362776,39.519850746801204,0.0,1773.0,0.0,a5c611cf9c7c24cf,15.0
BULK LOADED,2015-02-04 07:00:19,-104.93776262646799,39.51981153607822,0.0,1795.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93783600212015,39.51980782506077,0.0,1812.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93789884374841,39.51992287243819,0.0,1832.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93775918135412,39.51993193334178,0.0,1811.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.9377463353673,39.51977038816756,0.0,1804.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.9377240187407,39.519776137480456,0.0,1795.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93776359176353,39.51986617114552,0.0,1805.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93836108983226,39.52028000310342,0.0,1920.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93828705945631,39.52014289615042,0.0,1894.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93792671703719,39.51985679784818,0.0,1831.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93734883546566,39.51956587916734,0.0,1707.0,0.0,a5c611cf9c7c24cf,15.0
BULK LOADED,2015-02-04 07:00:19,-104.93762256808243,39.51971144211516,0.0,1764.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93762126574845,39.51976425328902,0.0,1755.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93780218223554,39.519847625840136,0.0,1773.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.9378680828373,39.51993826571467,0.0,1801.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93789377408467,39.51989349369362,0.0,1818.0,0.0,a5c611cf9c7c24cf,5.0
BULK LOADED,2015-02-04 07:00:19,-104.93803095958215,39.51997271339466,0.0,1840.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93780339730668,39.51994356621592,0.0,1807.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93799965345384,39.52006644527162,0.0,1832.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93783249909808,39.51979331347695,0.0,1824.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93816152669616,39.52004728506525,0.0,1865.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93792518811892,39.51984501824363,0.0,1825.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93791966397475,39.520026785805406,0.0,1806.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.9378095986002,39.5198001138717,0.0,1801.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.9378874447379,39.52007178845015,0.0,1786.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93771715539624,39.51988615082968,0.0,1771.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93784479698664,39.51992236945837,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93795412894463,39.51994439649731,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93792844035589,39.51997748156352,0.0,1822.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93771585580383,39.51981684192339,0.0,1770.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:00:19,-104.93781074362776,39.519850746801204,0.0,1773.0,0.0,a5c611cf9c7c24cf,15.0
BULK LOADED,2015-02-04 07:53:49,-104.93776262646799,39.51981153607822,0.0,1795.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93783600212015,39.51980782506077,0.0,1812.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93789884374841,39.51992287243819,0.0,1832.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93775918135412,39.51993193334178,0.0,1811.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.9377463353673,39.51977038816756,0.0,1804.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.9377240187407,39.519776137480456,0.0,1795.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93776359176353,39.51986617114552,0.0,1805.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93836108983226,39.52028000310342,0.0,1920.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93828705945631,39.52014289615042,0.0,1894.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93792671703719,39.51985679784818,0.0,1831.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93734883546566,39.51956587916734,0.0,1707.0,0.0,a5c611cf9c7c24cf,15.0
BULK LOADED,2015-02-04 07:53:49,-104.93762256808243,39.51971144211516,0.0,1764.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93762126574845,39.51976425328902,0.0,1755.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93780218223554,39.519847625840136,0.0,1773.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.9378680828373,39.51993826571467,0.0,1801.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93789377408467,39.51989349369362,0.0,1818.0,0.0,a5c611cf9c7c24cf,5.0
BULK LOADED,2015-02-04 07:53:49,-104.93803095958215,39.51997271339466,0.0,1840.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93780339730668,39.51994356621592,0.0,1807.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93799965345384,39.52006644527162,0.0,1832.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93783249909808,39.51979331347695,0.0,1824.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93816152669616,39.52004728506525,0.0,1865.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93792518811892,39.51984501824363,0.0,1825.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93791966397475,39.520026785805406,0.0,1806.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.9378095986002,39.5198001138717,0.0,1801.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.9378874447379,39.52007178845015,0.0,1786.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93771715539624,39.51988615082968,0.0,1771.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93784479698664,39.51992236945837,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93795412894463,39.51994439649731,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93792844035589,39.51997748156352,0.0,1822.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93771585580383,39.51981684192339,0.0,1770.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 07:53:49,-104.93781074362776,39.519850746801204,0.0,1773.0,0.0,a5c611cf9c7c24cf,15.0
BULK LOADED,2015-02-04 16:02:49,-104.93776262646799,39.51981153607822,0.0,1795.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93783600212015,39.51980782506077,0.0,1812.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93789884374841,39.51992287243819,0.0,1832.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93775918135412,39.51993193334178,0.0,1811.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.9377463353673,39.51977038816756,0.0,1804.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.9377240187407,39.519776137480456,0.0,1795.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93776359176353,39.51986617114552,0.0,1805.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93836108983226,39.52028000310342,0.0,1920.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93828705945631,39.52014289615042,0.0,1894.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93792671703719,39.51985679784818,0.0,1831.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93734883546566,39.51956587916734,0.0,1707.0,0.0,a5c611cf9c7c24cf,15.0
BULK LOADED,2015-02-04 16:02:49,-104.93762256808243,39.51971144211516,0.0,1764.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93762126574845,39.51976425328902,0.0,1755.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93780218223554,39.519847625840136,0.0,1773.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.9378680828373,39.51993826571467,0.0,1801.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93789377408467,39.51989349369362,0.0,1818.0,0.0,a5c611cf9c7c24cf,5.0
BULK LOADED,2015-02-04 16:02:49,-104.93803095958215,39.51997271339466,0.0,1840.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93780339730668,39.51994356621592,0.0,1807.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93799965345384,39.52006644527162,0.0,1832.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93783249909808,39.51979331347695,0.0,1824.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93816152669616,39.52004728506525,0.0,1865.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93792518811892,39.51984501824363,0.0,1825.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93791966397475,39.520026785805406,0.0,1806.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.9378095986002,39.5198001138717,0.0,1801.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.9378874447379,39.52007178845015,0.0,1786.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93771715539624,39.51988615082968,0.0,1771.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93784479698664,39.51992236945837,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93795412894463,39.51994439649731,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93792844035589,39.51997748156352,0.0,1822.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93771585580383,39.51981684192339,0.0,1770.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-04 16:02:49,-104.93781074362776,39.519850746801204,0.0,1773.0,0.0,a5c611cf9c7c24cf,15.0
BULK LOADED,2015-02-05 22:20:29,-104.93776262646799,39.51981153607822,0.0,1795.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93783600212015,39.51980782506077,0.0,1812.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93789884374841,39.51992287243819,0.0,1832.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93775918135412,39.51993193334178,0.0,1811.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.9377463353673,39.51977038816756,0.0,1804.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.9377240187407,39.519776137480456,0.0,1795.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93776359176353,39.51986617114552,0.0,1805.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93836108983226,39.52028000310342,0.0,1920.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93828705945631,39.52014289615042,0.0,1894.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93792671703719,39.51985679784818,0.0,1831.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93734883546566,39.51956587916734,0.0,1707.0,0.0,a5c611cf9c7c24cf,15.0
BULK LOADED,2015-02-05 22:20:29,-104.93762256808243,39.51971144211516,0.0,1764.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93762126574845,39.51976425328902,0.0,1755.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93780218223554,39.519847625840136,0.0,1773.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.9378680828373,39.51993826571467,0.0,1801.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93789377408467,39.51989349369362,0.0,1818.0,0.0,a5c611cf9c7c24cf,5.0
BULK LOADED,2015-02-05 22:20:29,-104.93803095958215,39.51997271339466,0.0,1840.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93780339730668,39.51994356621592,0.0,1807.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93799965345384,39.52006644527162,0.0,1832.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93783249909808,39.51979331347695,0.0,1824.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93816152669616,39.52004728506525,0.0,1865.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93792518811892,39.51984501824363,0.0,1825.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93791966397475,39.520026785805406,0.0,1806.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.9378095986002,39.5198001138717,0.0,1801.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.9378874447379,39.52007178845015,0.0,1786.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93771715539624,39.51988615082968,0.0,1771.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93784479698664,39.51992236945837,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93795412894463,39.51994439649731,0.0,1809.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93792844035589,39.51997748156352,0.0,1822.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93771585580383,39.51981684192339,0.0,1770.0,0.0,a5c611cf9c7c24cf,10.0
BULK LOADED,2015-02-05 22:20:29,-104.93781074362776,39.519850746801204,0.0,1773.0,0.0,a5c611cf9c7c24cf,15.0
